msg_id,channel,received_at,sender_name,sender_email,subject,body,address_in_msg,county_in_msg,listing_in_msg,bucket,expected_topic,expected_urgency,expected_owner
EM-0353,email,2026-05-08T11:47:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0354,email,2026-04-24T22:17:00Z,Aaron Rodriguez,aaron.rodriguez89@gmail.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0355,email,2026-05-03T22:56:00Z,Priya Brown,priya.brown66@outlook.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0356,email,2026-03-19T07:33:00Z,Chris Singh,chris.singh90@example-mail.test,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0357,email,2026-04-29T21:08:00Z,Linda Martinez,linda.martinez65@yahoo.com,Question about your listing,"Our offer on 6660 Pine Rd, Sugar Hill, GA expires at 5pm today, can you confirm acceptance??","6660 Pine Rd, Sugar Hill, GA",Gwinnett,,buy_sell,buyer_lead,P0,Fabi
EM-0358,email,2026-05-05T11:18:00Z,Sara Romano,sara.romano10@outlook.com,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"455 Maple Dr, Atlanta, GA",Fulton,,rent_manage,tenant_issue,P2,Nathalie
EM-0359,email,2026-03-31T11:55:00Z,Kate Brown,kate.brown14@gmail.com,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"3051 Oak Ave, Canton, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0360,email,2026-05-10T03:07:00Z,Tom Khan,tom.khan99@yahoo.com,Urgent - apartment issue,"Locked out of 6564 Maple Dr, Roswell, GA at 11pm with the kids in the car.","6564 Maple Dr, Roswell, GA",Fulton,,rent_manage,tenant_issue,P0,Nathalie
EM-0361,email,2026-03-20T18:58:00Z,Pavel Cohen,pavel.cohen16@yahoo.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 5566 Oak Ave, Canton, GA!!","5566 Oak Ave, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0362,email,2026-04-07T16:29:00Z,Nina Martinez,nina.martinez59@icloud.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"8018 Willow Pkwy, Cumming, GA",Forsyth,,rent_manage,billing,P2,Noa
EM-0363,email,2026-05-09T19:32:00Z,Chris Romano,chris.romano17@example-mail.test,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","1717 Sycamore Blvd, Brookhaven, GA",DeKalb,,rent_manage,admin,P3,Noa
EM-0364,email,2026-03-30T11:38:00Z,Emily Romano,emily.romano70@icloud.com,Vendor quote,"The painter quoted $1,800 for unit B at 427 Willow Pkwy, Dunwoody, GA - does that look right?","427 Willow Pkwy, Dunwoody, GA",DeKalb,,rent_manage,vendor,P2,Noa
EM-0365,email,2026-04-12T08:48:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Are you a real estate agent? Try our new CRM free for 30 days.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0366,email,2026-04-10T12:24:00Z,Ryan Martinez,ryan.martinez24@example-mail.test,Showing time change,"I'm at 3828 Pine Rd, Lawrenceville, GA but the door is locked. Are you on the way?","3828 Pine Rd, Lawrenceville, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0367,email,2026-04-26T15:42:00Z,Aisha Davis,aisha.davis19@example-mail.test,Document request,"Could you send me the seller's disclosure for 778 Riverbend Way, Atlanta, GA (MLS MLS-7815828)?","778 Riverbend Way, Atlanta, GA",Fulton,MLS-7815828,buy_sell,document,P2,Noa
EM-0368,email,2026-04-04T20:09:00Z,Tom Miller,tom.miller83@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0369,email,2026-04-10T05:36:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,FLASH SALE - 50% off everything at our store this weekend only!,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0370,email,2026-05-15T03:52:00Z,Sophie Cohen,sophie.cohen61@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0371,email,2026-04-22T10:55:00Z,Rachel Khan,rachel.khan73@example-mail.test,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 7112 Birch Ct, Dunwoody, GA","7112 Birch Ct, Dunwoody, GA",DeKalb,,rent_manage,tenant_issue,P2,Nathalie
EM-0372,email,2026-04-03T17:13:00Z,Nina Khan,nina.khan29@gmail.com,Hey :),Yoga class moved to 7am tomorrow. Want to come?,,,,non_business,personal,P3,ARCHIVE
EM-0373,email,2026-04-14T15:48:00Z,Brian Cohen,brian.cohen87@icloud.com,Selling our home,"Hi Nathalie, I'd like to sell my house at 5798 Oak Ave, Decatur, GA. What's the market like in DeKalb right now?","5798 Oak Ave, Decatur, GA",DeKalb,,buy_sell,seller_lead,P2,Nathalie
EM-0374,email,2026-04-16T21:17:00Z,Chris Patel,chris.patel54@outlook.com,Urgent - apartment issue,Saw a roach in the kitchen - can pest control come this week?,"8791 Maple Dr, Woodstock, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0375,email,2026-04-15T12:21:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0376,email,2026-04-23T17:37:00Z,Sara Khan,sara.khan47@yahoo.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 2172 Magnolia Ln, Atlanta, GA!!","2172 Magnolia Ln, Atlanta, GA",Fulton,,rent_manage,tenant_issue,P0,Nathalie
EM-0377,email,2026-05-03T03:40:00Z,Ben Bell,ben.bell4@gmail.com,Document request,Lender needs proof of homeowners insurance by end of day.,"1815 Pine Rd, Sugar Hill, GA",Gwinnett,,buy_sell,document,P1,Noa
EM-0378,email,2026-05-06T10:35:00Z,Mike Martinez,mike.martinez74@icloud.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0379,email,2026-05-08T16:19:00Z,Mike Park,mike.park95@icloud.com,Offer / deal update,"Appraisal came in at $620k for 6854 Maple Dr, Cumming, GA. Numbers look good.","6854 Maple Dr, Cumming, GA",Forsyth,,buy_sell,deal,P2,Nathalie
EM-0380,email,2026-04-29T20:21:00Z,Tom Bell,tom.bell39@example-mail.test,Offer / deal update,"Counter-offer received on 7760 Pine Rd, Cumming, GA - they want 5k more. What do you think?","7760 Pine Rd, Cumming, GA",Forsyth,,buy_sell,deal,P1,Nathalie
EM-0381,email,2026-04-05T15:13:00Z,Definitely Not A Scam,win636@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0382,email,2026-03-25T17:46:00Z,Nina Bell,nina.bell61@icloud.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 6174 Willow Pkwy, Brookhaven, GA","6174 Willow Pkwy, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P0,Nathalie
EM-0383,email,2026-05-08T02:23:00Z,Marketing Promo Co,newsletter@constantcontact.com,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0384,email,2026-04-30T14:44:00Z,Emily Cohen,emily.cohen61@yahoo.com,Urgent - apartment issue,"EMERGENCY - water is pouring from the ceiling in unit at 6269 Willow Pkwy, Atlanta, GA!!","6269 Willow Pkwy, Atlanta, GA",Fulton,,rent_manage,tenant_issue,P0,Nathalie
EM-0385,email,2026-04-19T17:36:00Z,Aaron Rodriguez,aaron.rodriguez24@yahoo.com,Offer / deal update,"Appraisal came in at $620k for 1959 Oak Ave, Cumming, GA. Numbers look good.","1959 Oak Ave, Cumming, GA",Forsyth,,buy_sell,deal,P2,Nathalie
EM-0386,email,2026-03-25T18:13:00Z,Jorge Garcia,jorge.garcia68@gmail.com,Document request,"Could you send me the seller's disclosure for 5077 Oak Ave, Canton, GA (MLS MLS-7044012)?","5077 Oak Ave, Canton, GA",Cherokee,MLS-7044012,buy_sell,document,P2,Noa
EM-0387,email,2026-04-01T16:46:00Z,Sam Miller,sam.miller1@icloud.com,Hey :),Mom's birthday is next week - did you order the cake?,,,,non_business,personal,P3,ARCHIVE
EM-0388,email,2026-03-20T20:51:00Z,Definitely Not A Scam,win717@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0389,email,2026-05-07T02:40:00Z,Olivia Miller,olivia.miller48@gmail.com,Showing time change,"Running 15 min late to the showing at 464 Sycamore Blvd, Duluth, GA, please tell the agent.","464 Sycamore Blvd, Duluth, GA",Gwinnett,,buy_sell,showing,P1,Fabi
EM-0390,email,2026-04-05T15:25:00Z,Daniel Miller,daniel.miller12@icloud.com,Contract / signature needed,Question on clause 7.b of the contract - what does 'as-is' really mean here?,"8233 Birch Ct, Brookhaven, GA",DeKalb,,buy_sell,contract,P2,Noa
EM-0391,email,2026-05-08T09:18:00Z,Linda Bell,linda.bell32@example-mail.test,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0392,email,2026-04-15T21:00:00Z,Lisa Park,lisa.park39@yahoo.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0393,email,2026-03-30T11:01:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0394,email,2026-04-14T19:34:00Z,Sam Johnson,sam.johnson98@yahoo.com,Maintenance follow-up,"Light bulb in the hallway burned out, no rush.","9288 Peachtree St, Decatur, GA",DeKalb,,rent_manage,maintenance,P3,Noa
EM-0395,email,2026-04-12T18:39:00Z,Definitely Not A Scam,win641@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0396,email,2026-05-14T14:20:00Z,Ethan Rodriguez,ethan.rodriguez30@yahoo.com,Showing time change,"I'm at 2116 Cedar Trail, Roswell, GA but the door is locked. Are you on the way?","2116 Cedar Trail, Roswell, GA",Fulton,,buy_sell,showing,P1,Nathalie
EM-0397,email,2026-04-01T17:05:00Z,Definitely Not A Scam,win821@spam.example,YOU WON,Crypto opportunity - 300% return guaranteed. Reply YES.,,,,non_business,spam,P3,ARCHIVE
EM-0398,email,2026-03-19T13:48:00Z,Anna Davis,anna.davis79@yahoo.com,Contract / signature needed,"Need to renew the lease at 2491 Cedar Trail, Lawrenceville, GA. Can you send the renewal terms?","2491 Cedar Trail, Lawrenceville, GA",Gwinnett,,rent_manage,contract,P2,Noa
EM-0399,email,2026-04-22T07:06:00Z,Kate Brown,kate.brown30@gmail.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 8736 Cedar Trail, Brookhaven, GA","8736 Cedar Trail, Brookhaven, GA",DeKalb,,rent_manage,tenant_issue,P2,Nathalie
EM-0400,email,2026-05-02T10:21:00Z,Definitely Not A Scam,win548@spam.example,YOU WON,I'm a Nigerian prince and need your help moving $25M...,,,,non_business,spam,P3,ARCHIVE
EM-0401,email,2026-04-01T23:15:00Z,Sophie Bell,sophie.bell45@outlook.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 4974 Magnolia Ln, Cumming, GA","4974 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P2,Nathalie
EM-0402,email,2026-04-07T04:47:00Z,Marketing Promo Co,newsletter@sendgrid.net,You've gotta see this offer,Your monthly newsletter from RealEstateDigest is here.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0403,email,2026-04-14T22:13:00Z,Emily Bell,emily.bell17@outlook.com,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0404,email,2026-05-12T08:02:00Z,Maria Romano,maria.romano8@example-mail.test,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0405,email,2026-04-21T07:14:00Z,Definitely Not A Scam,win917@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0406,email,2026-05-12T15:54:00Z,Ben Patel,ben.patel80@example-mail.test,Question about your listing,"Hi, I saw the listing at 4227 Willow Pkwy, Decatur, GA. Is it still available? I'd love a tour this weekend.","4227 Willow Pkwy, Decatur, GA",DeKalb,,buy_sell,buyer_lead,P2,Nathalie
EM-0407,email,2026-05-03T23:25:00Z,Sam Khan,sam.khan30@gmail.com,Offer / deal update,Closing tomorrow at 9am and the wire instructions look wrong - help!,"7088 Birch Ct, Lawrenceville, GA",Gwinnett,,buy_sell,deal,P0,Nathalie
EM-0408,email,2026-05-07T03:04:00Z,Jorge Khan,jorge.khan99@gmail.com,Payment / billing,Got a late fee but I have proof I paid on time. Can we sort this out?,"8104 Cedar Trail, Kennesaw, GA",Cobb,,rent_manage,billing,P2,Noa
EM-0409,email,2026-04-26T10:23:00Z,Tom Cohen,tom.cohen48@yahoo.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0410,email,2026-05-17T07:53:00Z,Tom Martinez,tom.martinez50@example-mail.test,Question about your listing,Looking for a 3BR/2BA in Cherokee county under $550k. Do you have anything coming up?,"7546 Sycamore Blvd, Canton, GA",Cherokee,,buy_sell,buyer_lead,P2,Fabi
EM-0411,email,2026-03-22T15:15:00Z,Brian Cohen,brian.cohen9@gmail.com,Hey :),"Pickup at school is at 3:15 today, can you grab the kids?",,,,non_business,personal,P3,ARCHIVE
EM-0412,email,2026-05-15T22:34:00Z,Definitely Not A Scam,win703@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0413,email,2026-03-29T13:43:00Z,Sophie Miller,sophie.miller61@gmail.com,Contract / signature needed,"Need your signature on the addendum for 2458 Willow Pkwy, Canton, GA before 5pm.","2458 Willow Pkwy, Canton, GA",Cherokee,,buy_sell,contract,P1,Noa
EM-0414,email,2026-04-29T05:00:00Z,Aisha Martinez,aisha.martinez10@icloud.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 4776 Maple Dr, Canton, GA","4776 Maple Dr, Canton, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0415,email,2026-05-14T08:00:00Z,Sophie Park,sophie.park43@outlook.com,Urgent - apartment issue,"AC stopped cooling at 3193 Magnolia Ln, Cumming, GA. Indoor temp is 84F.","3193 Magnolia Ln, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P1,Nathalie
EM-0416,email,2026-05-16T16:21:00Z,Emily Levi,emily.levi52@icloud.com,Hey :),The dog has a vet appointment Thursday at 10am.,,,,non_business,personal,P3,ARCHIVE
EM-0417,email,2026-05-08T15:49:00Z,Sam Khan,sam.khan77@icloud.com,Hey :),"Hey, want to grab dinner Friday at that new ramen place?",,,,non_business,personal,P3,ARCHIVE
EM-0418,email,2026-05-04T14:55:00Z,Anna Miller,anna.miller22@outlook.com,Vendor quote,"Plumber invoice for 5745 Oak Ave, Canton, GA - approving with your sign-off.","5745 Oak Ave, Canton, GA",Cherokee,,rent_manage,vendor,P3,Noa
EM-0419,email,2026-04-17T23:42:00Z,Marketing Promo Co,newsletter@marketing.example.com,You've gotta see this offer,Boost your listings with our premium photography package.,,,,non_business,marketing_promo,P3,ARCHIVE
EM-0420,email,2026-05-09T06:45:00Z,John Levi,john.levi80@example-mail.test,Question about your listing,"Hi, I saw the listing at 163 Pine Rd, Cumming, GA. Is it still available? I'd love a tour this weekend.","163 Pine Rd, Cumming, GA",Forsyth,,buy_sell,buyer_lead,P2,Fabi
EM-0421,email,2026-03-18T15:14:00Z,Sam Singh,sam.singh30@outlook.com,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"4875 Sycamore Blvd, Decatur, GA",DeKalb,,rent_manage,maintenance,P2,Noa
EM-0422,email,2026-03-26T04:04:00Z,Sara Adams,sara.adams80@yahoo.com,Maintenance follow-up,"Vendor said they'd be here at 10am, no show. Can you check on them?","5242 Oak Ave, Roswell, GA",Fulton,,rent_manage,maintenance,P2,Noa
EM-0423,email,2026-03-28T10:44:00Z,Linda Park,linda.park98@outlook.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0424,email,2026-04-03T01:55:00Z,Emily Park,emily.park44@gmail.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"8749 Birch Ct, Kennesaw, GA",Cobb,,buy_sell,deal,P1,Nathalie
EM-0425,email,2026-05-15T08:11:00Z,Marco Singh,marco.singh48@gmail.com,Urgent - apartment issue,"Neighbor in unit B has been playing loud music until 2am for a week. 7569 Riverbend Way, Canton, GA","7569 Riverbend Way, Canton, GA",Cherokee,,rent_manage,tenant_issue,P2,Nathalie
EM-0426,email,2026-04-28T22:18:00Z,Mike Miller,mike.miller66@gmail.com,Document request,"Could you send me the seller's disclosure for 1645 Birch Ct, Woodstock, GA (MLS MLS-7790009)?","1645 Birch Ct, Woodstock, GA",Cherokee,MLS-7790009,buy_sell,document,P2,Noa
EM-0427,email,2026-04-19T04:59:00Z,Definitely Not A Scam,win142@spam.example,YOU WON,"CLAIM YOUR PRIZE NOW - you've won $10,000! Click here: http://scam.example/",,,,non_business,spam,P3,ARCHIVE
EM-0428,email,2026-04-05T22:59:00Z,Hannah Adams,hannah.adams44@icloud.com,Hey :),Dentist appointment confirmed for Tuesday 2pm.,,,,non_business,personal,P3,ARCHIVE
EM-0429,email,2026-03-20T06:37:00Z,Sophie Davis,sophie.davis95@icloud.com,Urgent - apartment issue,"Gas leak smell in the apartment, I called 911. 9994 Birch Ct, Cumming, GA","9994 Birch Ct, Cumming, GA",Forsyth,,rent_manage,tenant_issue,P0,Nathalie
EM-0430,email,2026-05-16T01:27:00Z,Nina Davis,nina.davis33@outlook.com,Offer / deal update,Got the inspection report back. There are 3 items I'd like to negotiate.,"5023 Pine Rd, Marietta, GA",Cobb,,buy_sell,deal,P1,Nathalie
EM-0431,email,2026-04-09T16:01:00Z,Emily Singh,emily.singh14@outlook.com,Offer / deal update,"Counter-offer received on 861 Peachtree St, Cumming, GA - they want 5k more. What do you think?","861 Peachtree St, Cumming, GA",Forsyth,,buy_sell,deal,P1,Nathalie
EM-0432,email,2026-04-20T12:45:00Z,Ryan Adams,ryan.adams67@outlook.com,Payment / billing,I paid rent on the 1st but it doesn't show in the portal yet.,"9983 Riverbend Way, Dunwoody, GA",DeKalb,,rent_manage,billing,P2,Noa
EM-0433,email,2026-05-04T22:54:00Z,Tom Adams,tom.adams78@example-mail.test,Showing time change,"I'm at 1222 Riverbend Way, Canton, GA but the door is locked. Are you on the way?","1222 Riverbend Way, Canton, GA",Cherokee,,buy_sell,showing,P1,Fabi
EM-0434,email,2026-04-09T15:18:00Z,Daniel Bell,daniel.bell48@outlook.com,Hey :),FYI we're out of milk. Can you grab some on the way home?,,,,non_business,personal,P3,ARCHIVE
EM-0435,email,2026-05-14T09:11:00Z,Jorge Romano,jorge.romano80@outlook.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 3865 Cedar Trail, Lawrenceville, GA","3865 Cedar Trail, Lawrenceville, GA",Gwinnett,,rent_manage,tenant_issue,P0,Nathalie
EM-0436,email,2026-04-19T05:01:00Z,Anna Martinez,anna.martinez43@example-mail.test,Maintenance follow-up,The work order #4421 for the dishwasher - any update?,"950 Peachtree St, Decatur, GA",DeKalb,,rent_manage,maintenance,P2,Noa
EM-0437,email,2026-03-23T06:22:00Z,John Patel,john.patel86@icloud.com,Urgent - apartment issue,"No heat for 2 days now, my baby is freezing. 335 Riverbend Way, Canton, GA","335 Riverbend Way, Canton, GA",Cherokee,,rent_manage,tenant_issue,P0,Nathalie
EM-0438,email,2026-05-13T08:37:00Z,Priya Johnson,priya.johnson69@gmail.com,Urgent - apartment issue,"Bathroom faucet is dripping non-stop, can a plumber come look?","4190 Pine Rd, Smyrna, GA",Cobb,,rent_manage,tenant_issue,P2,Nathalie
EM-0439,email,2026-04-02T20:50:00Z,Aisha Davis,aisha.davis7@example-mail.test,Admin / paperwork,"HOA sent a notice about new pool hours, forwarding to you.","4138 Willow Pkwy, Canton, GA",Cherokee,,rent_manage,admin,P3,Noa
